"KmeansGroup" "FoldChangeQ95" "SmExp1" "SmExp2" "SmExp3" "SmExp4" "SmExp5" "SmExp6" "SmExp7" "SmExp8" "SmExp9" "SmExp10" "SmExp11" "SmExp12" "SmExp13" "SmExp14" "SmExp15" "SmExp16" "SmExp17" "SmExp18" "SmExp19" "SmExp20" "SmExp21" "SmExp22" "SmExp23" "SmExp24" "SmExp25" "SmExp26" "SmExp27" "SmExp28" "SmExp29" "SmExp30" "SmExp31" "SmExp32" "SmExp33" "SmExp34" "SmExp35" "SmExp36" "SmExp37" "SmExp38" "SmExp39" "SmExp40" "SmExp41" "SmExp42" "SmExp43" "SmExp44" "SmExp45" "SmExp46" "SmExp47" "SmExp48" "SmExp49" "SmExp50"
"Rbm38" 1 1.8867555831423 0.54588365262533 1.54993470640734 0.950804411172619 1.78689228158596 0.777455065340295 2.29480450197131 2.12066084760517 1.59871300929767 2.10879368139819 1.76254906149586 1.11467277429362 0.966219386170428 0.360311614930778 0.233245400078549 -0.0838452907863917 -0.62229043250627 -0.826419349527986 -0.459866146755899 -0.514164936227913 -0.701879703374554 -0.297205152353572 -0.220614595364341 -0.432947174388422 -0.149881885822002 0.0384520193841945 -0.245990324477851 -0.472742436755669 -0.634123239686675 -0.570160544424128 -0.79541378480008 -0.24228907471785 -0.384319390883234 -0.330360899804185 -0.530153702815648 -0.440334959511085 -0.629368607543461 -0.406261779018011 -0.213449507215235 0.353620875301034 -0.302561526259576 -0.0806375521340937 -0.802275504718723 -0.733463839291481 -1.14318466438833 -1.30190565353532 -1.30190565353532 -1.07280396289881 -1.2435592335077 -1.06168701480262 -1.20170134836823
"Igf2" 1 1.72153275478098 0.0584353061755599 0.517418975120365 0.493323183444847 1.73963643497072 0.662767946912842 0.946433289347589 1.43876588719775 1.46233407404648 1.67881259702674 1.33248755808328 2.33945170843948 3.16958815636582 1.69940603454909 0.80324702398087 0.23968399911271 -0.193092154211414 -0.517652780261063 -0.0360707012387088 -0.563143307798201 -0.459612328779169 -0.204986648369697 -0.0896344550622644 0.27145092128375 -0.80490854377204 -0.80490854377204 -0.69371802848118 -0.419372995564199 -0.30595079155057 -0.381489070023286 -0.431890535713645 -0.559532572329559 -0.507488532067097 -0.74928318429427 -0.630713546199623 -0.630033225882276 -0.713719309790482 -0.726742867470722 -0.80490854377204 -0.80490854377204 -0.80490854377204 -0.80490854377204 -0.761845227643505 -0.80490854377204 -0.664287963119626 -0.80490854377204 -0.80490854377204 -0.80490854377204 -0.746444340421577 -0.784570536272878 -0.75441531057346
"Gja1" 1 1.85866574312806 0.00649412938585967 0.663294161957499 1.60385002656927 1.23056704101981 0.811857857801186 1.30022681102175 1.43264760838221 1.51738204173717 1.95245316248348 1.68611619762538 2.37213839721205 2.41274193685793 1.744036675027 -0.115453733062616 0.196845945672856 -0.19993519013246 -0.592343181708441 -0.303501095024773 -0.509483965309117 -0.549133746419924 -0.564814014296162 -0.471743173573983 0.615689637975378 -0.589648922138725 -0.629930171280911 -0.652657526960239 -0.659989769677423 -0.668066694044331 -0.687900347316933 -0.642138059577895 -0.663222188877702 -0.662936592662578 -0.662014956934562 -0.670079068563767 -0.67782258025739 -0.668313835395693 -0.677075789779517 -0.696942558920936 -0.696942558920936 -0.613921603437553 -0.640579551182045 -0.687689269742941 -0.696942558920936 -0.682293784900184 -0.696942558920936 -0.696942558920936 -0.696942558920936 -0.696942558920936 -0.686778090231515 -0.696942558920936
"Camkk2" 1 1.35633813826154 0.0364821157945697 0.759695295709841 0.48409302193865 -0.129680513110267 -1.01595306391266 0.798976567923152 1.29336063500384 0.911921254460835 0.881495778606506 1.19261211731555 2.19647922886725 4.06250948274426 1.39028682000442 0.111746932805962 -0.0368149917092867 -0.0362815872415767 -0.880061919562542 -0.365629643362077 -0.608541106835928 -0.213852994937251 -0.0910123213782816 -0.0159036986914713 0.121756090687421 -0.708322616773846 -0.833911272369229 0.119667540718844 -0.175392751438999 0.0451769826192469 0.0330025906359653 -0.0249679993148703 -0.473922126215508 -0.159270034854349 -0.62337498952175 -0.877458992937585 -0.868391978127542 -1.01406387041495 -0.929923461902848 -1.07840734338387 -0.409869425777337 -0.846288066044252 -1.08723021451318 -0.655381750487752 -1.03560840442363 -0.40680686843372 -0.703252202235747 -1.37222214970738 1.89778799657305 -0.325948165215137 0.142194835791625 0.168163098372304
"Crabp2" 1 1.41853229950281 1.2951690778443 1.58743546081802 0.977981755126762 1.14989194052486 0.925164718198964 1.30117210774986 1.4332948839705 1.40048914070896 1.28153764984304 1.51107627312571 1.13603004573119 1.18139605310104 0.872453731277923 1.05830341644009 0.700226838301028 0.564101021881246 0.377738774880485 0.308186583741509 0.824223945624961 0.211914392362633 0.727090359656099 0.610692607371165 0.60407395803332 -0.243318795816492 -0.506205577993467 -0.3649442138198 -0.436371245708329 -0.298511224696652 -0.582732908952901 -0.490832705650066 -0.596405521111108 -0.696584762398471 -0.663740748935467 -0.704462158520112 -0.824246185304252 -0.86630140477942 -0.833832911499474 -1.13248024727704 -1.2264250202636 -0.946763323787913 -1.09193715414893 -1.21699382341762 -1.174051205644 -1.22325752156542 -1.2264250202636 -1.2264250202636 -1.2264250202636 -1.2264250202636 -1.20565327320793 -1.2264250202636
"Itm2c" 1 1.2585286595434 1.82233292500312 1.50664663801151 0.517417461375591 0.530084058708446 0.017632526535068 0.327979442096616 0.914616380850348 1.12400734987037 1.45995362633447 1.24735905737898 1.60620595125072 1.84111694733897 1.41927167329197 0.59797327166253 0.247559477168149 -0.264470917665662 -0.651684906782902 -0.118612546183234 -0.467237412770161 -0.652202907121371 -0.0756986618097278 0.00197276874107252 0.398789078492941 -0.509937581854347 0.00278846008949834 -0.665934503421916 -0.759991478710036 -0.590952622006285 -0.599729105361454 -0.671820577811155 -0.536150658262251 -0.668726014549019 -0.435391434800918 -0.572260709035646 -0.82719908923022 -0.677886296985875 -0.724524771026218 -1.13554621594405 -1.62286265775166 -0.971532947885689 -0.871521642902277 -0.949449646943115 -0.763471688838093 -1.17330860601036 -1.62286265775166 1.24676742030063 2.79670876591131 -0.639508853195875 -0.0392535290930296 -0.625981298251504
"Surf4" 1 0.196404971598042 0.546384154536521 0.942068198254544 1.02300618431916 -0.337007525987175 -0.0409440396431444 1.31117482524247 1.48150925330227 0.833543807613629 2.37783713696679 1.84621255633523 2.32059989668472 2.58530159940344 1.70186437931364 0.143995356178548 0.0224922514158402 -1.0009666651278 -1.32128740902821 -0.0475291141032764 0.0534998997637414 -0.890589704403155 -0.357831191012655 -0.296597681192771 0.238392139261043 -1.06854094462331 -0.43460291122426 -0.134587028555743 -0.585603608312997 -0.743180178743311 -0.481280100661948 -0.447872727621899 -0.0108454993139868 -0.152052404472276 -0.982973306222428 -0.207455065818033 -0.454299953841191 -0.357641537225306 0.188129177299478 -0.0572449183639802 -0.188356035081266 -2.02646742267804 -1.94849555770537 -0.945122070743334 -0.0897508813075825 0.0180735743939214 -0.837178099067105 0.401887085985091 0.134449978786344 -0.466090215799176 -0.899443738543262 -0.554988890230467
"Parl" 1 0.290422307452969 0.89798464364347 1.14402507464672 0.512298788186244 0.216136869100965 1.61825641243508 1.03237535554921 1.54659643249724 1.69752585244314 1.82060407845101 1.94398277051748 1.98438423543248 1.96746867870399 1.04348873987193 0.316814264695688 -0.507805548507496 -0.553180832537769 -0.957743765905282 -0.7331617272094 -0.911083967395685 -1.15812809272179 -0.262577860286432 -0.57458407920042 -0.122303782855743 0.0162859991572842 -0.121618871449955 -0.724857671374869 -0.958973044772435 -0.759121138018117 -0.471667494965122 -0.527883173826606 -0.493117845062961 -0.382170201971074 -0.168989521186445 -0.162129073321349 -0.164237416006551 0.185275561437595 0.625791496255054 -0.239602322895902 0.164250767075003 -0.24901379015363 0.14390314026689 -0.879656250814859 -0.560446764799106 -1.0922809624719 -1.69015453296453 -2.72653693574394 0.762453430457809 -0.65167204336416 -0.674209990800859 -0.451416195692886
"Lemd1" 1 1.76215694183847 0.245582034649185 1.74887115314346 2.40691548050177 0.248816338338829 0.859843751853688 0.565294325207137 0.634539340525564 1.19823089928903 0.386809602445933 1.60216869102401 0.430822762360609 0.518820702361287 0.544779406247909 -1.08929000520406 0.0122809740504306 -0.6535326395445 -0.944718065516382 -0.29972454192104 0.308333334576125 -0.421978188995503 0.0443315105314743 -0.247040941713215 0.124983154880647 -1.08929000520406 -1.08929000520406 -0.715859682216663 0.0427515911666451 -0.324031966313371 -0.352794960289462 -0.0970417407756477 -0.641941742603783 -0.834098578445952 -0.521749843442904 -0.436767230440617 -0.592844103284577 -0.207677043437821 -0.253875484297564 -1.08929000520406 -1.08929000520406 2.8423363170734 -1.08929000520406 -0.865506972236727 -0.193605691678229 -1.08929000520406 -1.08929000520406 -1.08929000520406 1.77302713258893 -1.08929000520406 1.69827351752784 -0.502279492987836
"Dcaf12l2" 1 1.62805349327458 1.25186253431349 1.97676646135785 1.29580322676088 0.67091535322924 -0.286113472880764 0.573953135219253 0.786931040229101 0.649928525388526 1.59172167905066 0.281682426157119 0.924411870216973 1.65777952309415 2.77232103646836 0.859869449322953 -0.069249688577958 0.359390055920601 -0.228239397137342 0.606197042569881 0.240181294797723 0.617230250439012 0.535859001796556 1.09138009295563 0.548649049008701 1.09974729945644 -0.310317355613226 -0.728933439336124 -0.166890709381783 -0.466443074353242 -0.474577308815554 -0.548293767633512 -0.884441466152363 -0.595559828464419 -0.70778598523419 -0.800385556264132 -0.844693664104754 -0.693858855558071 -0.93066192354653 -1.10039658156313 -1.10039658156313 -1.10039658156313 -0.576799650494876 -1.10039658156313 -0.710267205792031 -1.10039658156313 -1.10039658156313 -1.10039658156313 -1.10039658156313 -1.10039658156313 -0.993155676055521 -1.10039658156313
"Ptgfrn" 1 1.93409387764823 0.34874845941324 0.23943656177394 0.814219617559802 2.53882206221551 2.70559086039664 0.728215986052525 0.456780504315155 -0.0523377047366756 0.174028139981229 2.06398865748281 1.38901257049971 -0.0419143278487916 0.583818491871482 1.77533359118374 -0.294120849006796 0.285313394983934 -0.543745956437657 0.703217109713402 0.313425477184181 -0.511999063258124 0.222752744714277 0.961068134266748 0.15672791580667 -1.22153402753083 -0.645071416247838 -0.8066078339466 -0.741391441649613 -0.301549703813398 0.322127322631426 0.549092162184131 0.141970589141671 0.102479880354314 -0.272850704730533 -0.54160238462048 -0.717889169719422 -0.636107481533742 -0.390416633490183 0.353311541013346 -1.22153402753083 -1.22153402753083 -0.191413178346912 -0.906863574636398 -1.22153402753083 -1.22153402753083 -1.22153402753083 -1.22153402753083 -1.22153402753083 -0.825912300546622 -0.447975680040879 -1.22153402753083
"Plk3" 1 1.1952984689487 1.3757683730254 1.79362150056767 0.913917076844552 0.420703967494812 0.974724141743847 0.533982232665727 0.239054159938274 0.775873672324007 0.87518407800945 0.248109905767696 0.19063092539491 -0.268802432615207 -0.0157945541423318 0.575237410553568 -0.699260192551176 -0.436725297545911 -0.670023231919174 -0.587269874844438 -0.958949852346733 -0.567209899805604 -0.0117032338565517 -0.194090480182993 -0.264538714573258 -0.103102088530597 -0.0836444448550183 -0.502191296963709 -0.195396584918546 -0.32592773453282 -0.475970345839817 -0.189957909931743 -0.415934534019218 -0.575706548764933 -0.332840796425264 -0.0245530035038034 0.174061858396516 0.285616347445274 -0.374535784975682 -0.715346145325789 -0.958949852346733 0.663991819946891 5.20688898844496 0.211556693840816 -0.831862793051496 -0.958949852346733 -0.958949852346733 -0.958949852346733 -0.958949852346733 -0.958949852346733 -0.441410622529178 -0.637774108721671
"Rab38" 1 2.20741076119867 -0.155474064006263 0.483998778691085 0.608596198461783 0.195864803531885 1.00679241281966 0.852877166729888 0.305945112994704 0.44997430232532 1.75971240796369 0.396828343729224 2.57370941384548 3.5177389629565 2.87273105228987 -0.201812754080223 0.467206591789628 0.107251403912136 -0.506475327544293 -0.144633582505107 -0.466335152135769 -0.508273676421802 -0.511263961304799 -0.373368378525087 1.01327086969797 -0.604899181247308 -0.604899181247308 -0.558310338533442 -0.572490316606455 -0.604899181247308 -0.589153942407944 -0.604899181247308 -0.591913018135393 -0.554476475053722 -0.604899181247308 -0.584038930771738 -0.604899181247308 -0.604899181247308 -0.604899181247308 -0.403905039959298 -0.604899181247308 -0.604899181247308 -0.604899181247308 -0.604899181247308 -0.604899181247308 -0.604899181247308 -0.604899181247308 -0.604899181247308 -0.604899181247308 -0.604899181247308 -0.604899181247308 -0.604899181247308
"Matk" 1 1.99348217338807 1.38374733263675 2.35156271764113 0.516797250606171 0.68624014551516 3.47446742755996 1.95381442929775 0.638558826743675 0.769995143762403 1.40125881306479 2.02593760037106 0.927622509607894 0.605297666253783 0.824880771025937 -0.150953290361713 0.433534702314872 -0.578253245653149 -0.428546364171084 -0.390579413886243 -0.461271224777799 -0.447359359276891 -0.580987126398005 -0.658100268853206 -0.368179617013946 -0.808390300675541 -0.808390300675541 -0.338813018891696 -0.273263727184396 -0.326720997149874 -0.520217686646829 -0.389013144300696 -0.524283698926714 -0.47938403408931 -0.808390300675541 -0.673552115006021 -0.6523790325147 -0.411244948895857 -0.557735627417227 0.0461380965085318 -0.808390300675541 -0.808390300675541 -0.317177705634064 -0.808390300675541 -0.808390300675541 -0.808390300675541 -0.808390300675541 -0.808390300675541 -0.808390300675541 -0.668931320389371 -0.397310628912094 -0.546784702516108
"Myl7" 1 1.88810861160538 2.81404267862632 1.75051911481527 2.88661106456612 2.00068183625184 -0.88380980962217 0.8355620605875 1.55933295662717 0.665965388785153 1.09848128017258 0.802670415281886 0.750859426217266 1.19701733212845 1.12934975824466 -0.179285121318502 0.130247886420579 -0.243593660758239 -0.509748480646683 -0.168481095622236 -0.352203352049315 -0.348928778118301 0.313005764209049 0.286434368621667 -0.352366938166776 -0.88380980962217 -0.36129162256991 -0.676685359326906 -0.0362220048879573 -0.421667990939933 -0.0757845502913057 -0.3197784259911 -0.612414497837084 -0.88380980962217 -0.200226951401934 -0.428356125854146 -0.674687740882289 -0.557543365429474 -0.686902861663042 -0.476004614116983 -0.88380980962217 -0.88380980962217 -0.88380980962217 -0.711539956233278 -0.413397432135887 -0.88380980962217 -0.88380980962217 -0.88380980962217 -0.88380980962217 -0.88380980962217 -0.696061301453559 -0.88380980962217
"Slc25a21" 1 2.02194490971355 2.41490411038696 1.50707793349007 1.136983089867 0.201392277666942 -0.911876344807408 0.213140550030927 0.907944325378148 0.490834551736422 0.909843332064305 2.02701622150311 2.01574663974853 1.61421307861935 2.36103785857585 0.597355153077637 -0.089348294769215 0.145916889718472 0.337849439303126 -0.0575795910230224 0.779789572132619 -0.151818954132085 0.204661149431784 0.299804293586972 0.409805978767686 -0.115340014535114 -0.911876344807408 -0.641108495656396 -0.205809697573676 -0.439816996351423 -0.0479509354105444 -0.469165924831705 -0.388849555171086 -0.480431235446723 -0.807277128685881 -0.696563876825535 -0.563624411457711 -0.85255472601082 -0.911876344807408 -0.911876344807408 -0.911876344807408 -0.911876344807408 -0.911876344807408 -0.911876344807408 -0.911876344807408 -0.911876344807408 -0.911876344807408 -0.911876344807408 -0.911876344807408 -0.911876344807408 -0.911876344807408 -0.911876344807408
"Hba-a1" 1 1.90971101482543 1.60300614840912 1.91026961518888 1.76667616158127 1.95591632795091 1.77805724298294 2.20917221618216 1.90470405015761 1.84969892294358 1.21093334140102 1.90902828104786 0.346788046163072 -0.215205795857423 -0.296490352040677 -0.600531806858191 -0.586889109346296 -0.545435349153704 -0.584265397047481 -0.253109982036841 -0.563988378536745 -0.59262986562963 0.386016922585724 0.183645001600586 0.0999877515186196 -0.640842090428836 -0.592609342862388 -0.636665906487916 -0.627783185234519 -0.621288868709154 -0.624633035431616 -0.611310338685621 -0.622169559424515 -0.637324296011921 -0.640842090428836 -0.639014875315136 -0.640842090428836 -0.640842090428836 -0.640842090428836 -0.640842090428836 -0.640842090428836 -0.640842090428836 -0.606028113497033 -0.633761443692279 -0.640842090428836 -0.637283214578372 -0.640842090428836 -0.640842090428836 -0.582637875448596 -0.499809100421433 -0.59292713173796 -0.570555725776147
"Spats2l" 1 1.77120253244547 -0.178639723042945 0.660216321208388 -0.0483285812862264 -0.460026128341499 2.27603181123736 0.273492921283219 0.969383001119729 0.973173265512211 0.342139673736357 1.15418896947761 3.06203430274114 2.88943799868561 0.324457365173638 0.147767190312049 -0.0993719705339696 0.120856297345848 0.131113817120849 0.677297261184353 0.528568140342906 -0.569883075231246 0.100126948845703 0.182898909767741 1.00779100963066 -0.493389295873719 -0.483846544793663 -0.404011165469327 -0.398497207454544 -0.252361886852573 0.224629834214813 -0.234332467099428 0.592686392927324 -0.104812381873069 -0.569807904790162 -0.214594457958751 -0.697235079518852 0.0507125225676899 0.00422830736962726 -1.01137090220643 -1.33327382031547 -1.33327382031547 -1.33327382031547 -1.22830574165695 -1.09716160262374 -1.26247087360009 -0.270268682194124 -1.33327382031547 -0.278271871532762 -0.936712623273864 -0.581252528568072 -1.25638681721242
"Bbc3" 1 1.7681489019307 2.35689922103005 1.65702890586667 1.88157233842689 0.907809450020378 0.704218932773131 1.25200086020987 1.20386236594326 1.37930719955364 1.43150236256697 1.59642614661655 1.07105387685093 1.45442155468209 1.85906526234672 -0.632057004085158 -0.636073357927015 -0.398228250339506 -0.774602757090653 -0.487693743525054 -0.784903856910754 -0.700513489403948 0.283188302139966 0.118259715163536 0.298259308995931 -0.399972951200929 -0.662264165744445 -0.5796645356018 -0.550299828161943 -0.562849563729932 -0.585244179675614 -0.545941932299113 -0.72480973463791 -0.382812575217538 -0.531002587180765 -0.673357664386929 -0.811209422053619 -0.92954018916246 -0.918823885489658 -1.18388803833003 -1.18388803833003 -1.18388803833003 -0.742993398714798 -0.552523438995139 -0.221483939055112 -0.356310216868046 -0.781801776720203 -1.18388803833003 0.731489870701225 -0.614923124218792 -0.227340972141579 -0.449719881959982
"Pxdn" 1 1.85407416583132 1.11616655317312 1.7278132954218 0.990862135223625 1.03656994886802 1.13677881692585 1.41940440538139 2.04880060173385 1.84348161292798 1.501365026977 2.06771842752654 1.59339464092381 1.86274080002496 1.19100813280763 -0.26527218056132 -0.573678236235124 -0.336153045672698 -0.675282616305299 -0.407924936054723 -0.410481543839225 -0.467191494377284 -0.61327222897431 -0.490575865915761 -0.406474632006017 -0.660041341920049 -0.537676404815748 -0.720827438536831 -0.74481111047806 -0.488159281150965 -0.359451470146201 -0.363853294045322 -0.505475426117197 -0.663171094918786 -0.626293994888443 -0.604751217691206 -0.422141969729409 -0.505757586558761 -0.800047774078736 -0.326363532380688 -1.03156620309129 -0.359898715685206 0.540249016065208 -0.458406771345994 -0.59669669432204 -1.03156620309129 -1.03156620309129 -1.03156620309129 -0.733741340059504 -0.876933717868775 -0.877114063849814 -0.926241746917437
"Ap1g2" 1 1.90820393691377 3.84215208051732 2.12184762900787 -0.425854412100009 -0.0224544442332512 -0.946186498096587 0.741516180058301 1.95011381039051 0.450829293015371 0.17619592938848 0.824060297733186 0.679776378907715 0.989286194500391 0.536638125344395 1.85698075821997 -0.946186498096587 -0.426443125527971 -0.513197576207125 -0.221433339846785 0.0190329301336847 0.11927825907449 0.518406968527797 0.552060046782556 -0.141432710058378 -0.946186498096587 -0.946186498096587 -0.363258903176038 0.203020628161464 0.120027049474617 -0.240884214244051 0.0206291931902974 0.393125961301355 -0.136808273275165 -0.206748989279277 0.364239581406189 -0.438148193165433 0.536627369307607 -0.531985355699113 -0.946186498096587 -0.946186498096587 -0.946186498096587 -0.946186498096587 -0.946186498096587 -0.442959288188944 -0.946186498096587 -0.946186498096587 -0.946186498096587 -0.946186498096587 -0.946186498096587 -0.619642304906995 -0.946186498096587
"Hbb-bs" 1 2.15159151146192 -0.104965261342845 0.126463408372076 0.252071074334669 0.017456919768455 0.672495159470754 0.0246754787682164 0.0596044033328008 -0.0625648689733461 0.191344620323137 -0.0391657683956842 0.541480054487302 0.502293873405228 0.639257328290168 -0.285523969876308 -0.435604786220689 -0.138340720497826 -0.362589342660668 1.37650724627626 -0.598924526204366 -0.336844650452218 3.91265505068071 3.14515404476919 2.78575136479565 -0.305628572482806 -0.412844790823132 -0.610048119304341 -0.566662159265611 -0.525902408731894 -0.548650083230672 -0.537780038100585 -0.571667995030594 -0.626237721827581 -0.660113014004024 -0.629301699020706 -0.623895370459881 -0.642614072383305 -0.660113014004024 -0.660113014004024 -0.660113014004024 -0.259908457940207 -0.554920081809509 -0.636108005186125 -0.624750289023681 -0.660113014004024 -0.466988346391479 -0.660113014004024 0.0574389548190599 -0.285728178672986 -0.382569577296586 -0.318832547725825
"Poc1b" 1 0.855119048807426 -0.895901964377044 -0.392865702003122 -0.0753901617085204 0.174287377073077 1.92609191192873 0.307695978462257 1.39449367190262 1.01886687863233 1.8521883853361 1.11562438286976 2.36835481839806 2.2764319974751 1.30573106732458 0.65525945998439 0.90979751181444 -0.540244082924144 -0.691961573708687 0.163746500869466 -0.854868401860039 -0.20725715367985 -0.22440418375531 0.34720524286852 0.110012202525916 0.591537374393822 -0.673762824260054 -0.538721248447465 -0.142586287498608 -0.525556010094153 -0.123255752055133 -0.928937263054914 0.227349509301952 -0.0975753875498123 -0.248785778309804 -0.496347670456088 -0.717412909688423 -0.336051312594626 -0.313749534221162 -0.425253311998999 -0.42552712093833 -1.45549453051722 -1.80389854379033 -1.02268172846662 0.271741745308834 0.664156023368632 1.25305127358951 -2.43553460844345 -0.373074431475599 -0.495350758316219 -0.998966924921014 -1.32732520112079
"Bex4" 1 1.24979939825738 0.741193424002388 1.18339455750937 0.713912733056897 0.671262050763541 0.851395133335744 0.887861071514402 1.56598143747745 1.44015119018754 1.78660549552171 1.55306821302707 1.76574167180556 2.03224966931625 1.75989094737711 1.25213442752835 0.754957442938538 0.0176080438436452 -0.223979422552653 -0.00878278518928873 0.4364272637394 0.036505043675039 -0.279446564172202 -0.145769494261135 -0.167740581334303 -0.223450684932482 -0.743339544373937 -0.329471642300084 -0.148847913343063 0.100526073606279 -0.172165678107881 -0.330769766937036 -0.454741891821525 -0.0557550361595435 -0.305677251916364 -0.35735077098068 -0.837196293632111 -0.922075225938861 -0.675567010019932 -0.856673827858607 -0.570503982062714 -1.28417025913204 -0.794833273056154 -1.3886008845187 -1.41984053133656 -1.43406431634896 -1.69467170054305 -0.941678419293201 -0.392988746016623 -1.28093906440613 -1.0528774649476 -1.30669526099022
"Crhbp" 1 1.90138555019807 0.793080282363987 1.07910007109536 0.0511572234330733 -0.0859579778770445 -0.417135231763628 0.00814684701112993 0.829427233400164 1.49557328954287 1.07141185068317 1.45137660499965 2.61030332797201 2.23341376346143 2.7124484075494 1.18988536485491 1.05559832748469 0.360511266047975 -0.259558158435737 0.807122381024651 -0.11699172650914 -0.416460788516502 0.0070650096339086 0.077653025084142 0.97930963311677 -0.594948899550968 -0.835193965570866 -0.649470412545263 -0.711963860758736 -0.630908804106153 -0.649577045992877 -0.692438382111214 -0.514382857189973 -0.467455038970301 -0.320874876790757 -0.605809722946413 -0.735965486516352 -0.65768076912315 -0.572110962810729 -0.73686107277333 -0.867396052426466 -0.749940661041346 -0.635129613770635 -0.857355697958849 -0.867396052426466 -0.867396052426466 -0.867396052426466 -0.867396052426466 -0.867396052426466 -0.867396052426466 -0.860629025915663 -0.867396052426466
"Pno1" 1 1.42012653645719 0.302969469378831 0.69289138945775 0.736077824972713 0.92257278659817 1.29668686373464 1.25442113504413 1.87270823937192 2.30179778080823 2.4107513302699 2.51397122074668 1.52834848599823 1.60870079533926 0.323748925792402 0.0167235857957395 0.265267178300584 -0.444356272813962 -0.188942028270374 -0.221511792009496 -0.0195277123953653 -0.38741031943574 -0.459990462745375 -0.505048742311212 -0.339218448964106 0.221923099256772 -0.238902935281764 -0.362867852425826 -0.460299925837233 -0.480277439698708 -0.368013160573917 -0.714390435467811 -0.4701750621733 -0.470990949972174 -0.51920817621837 -0.567930833785045 -0.427034577061135 -0.610017558086356 -0.551304395203907 -0.580565037079779 -0.499813443800361 0.207478125665262 -0.376362221524136 -1.06258960535592 -1.13822955689359 -1.16237087026171 -1.44841817322813 -1.84008822995076 -0.327763751233284 -0.945228794466876 -0.883348343280651 -0.824967665182044
"Rpl6l" 1 1.92648825380008 -0.0695153138690329 0.298515614241196 -0.214594123863017 -0.23411577522964 -0.287251392476487 0.0105799826779399 0.374731982233081 0.259599757766861 1.83307406933197 0.499934556814328 2.36517482937084 3.50970502312613 2.61139877910954 1.71100278986815 0.716344938155157 0.21832089173974 -0.0894531634640998 -0.121457411529884 0.154722219651303 0.146763279648707 -0.281569052096702 -0.0886756286188046 -0.178868460423862 -0.121098353294841 -0.00631596564744295 0.101608624145273 -0.200589538605264 -0.0761108765511424 -0.154989279151479 0.110357324462136 -0.0895700843678 -0.560633859901802 -0.758056164320593 -0.705574115693498 -0.677610390861047 -0.636003265558732 -0.792017961252222 -0.91557593326358 -0.435561449544727 -0.823635366056698 -1.15712749345014 -0.585148014156584 -0.773717217701039 -0.557765948835014 -1.2051349751736 0.349169615163713 -0.966617428908438 -1.21409079807378 -0.949987044113779 -1.26906068525137
"Zfp618" 1 1.7614316660821 1.41270130950761 0.890492199639613 0.308071244848334 0.246413782902696 1.88825217570124 0.634028630214858 1.01873283128647 1.10472738916632 0.30580326811333 1.20095537046674 1.54725502867774 2.0667996318761 1.60642882099205 0.614967441545904 -0.029908788514007 -0.29685498471955 -0.480294577466306 -0.0281420587434076 -0.246405769323906 -0.681543859753303 0.0542999947070465 0.17037382655119 0.394485013589824 -1.69241651936056 -0.786330945349306 -0.269653019610201 -0.311045604355706 -0.223240636556972 -0.321812512823373 -0.0917805056812596 -0.346737921089227 -0.484850995609783 -1.15152049759951 -0.664695770961852 -0.622065703010771 -0.358666581009704 -0.83991093170482 -0.521326452499973 -1.69241651936056 -0.434447536195074 0.826607168952833 -0.22100896718712 -0.0306758364260534 -1.45154920403138 -1.69241651936056 -1.69241651936056 2.04431410817766 -1.22333440928433 -0.411388482633774 -0.798282273416772
"Ifitm2" 1 1.50381863512574 1.53261846806736 1.7124523221776 1.56371674848011 1.39803792081765 1.19601502936909 1.34682795414701 1.48584255266719 1.48734669987279 1.15528416944796 1.2253571054315 1.36689136989984 1.76050479421141 1.52699462332024 0.900981873085942 0.644531606522955 -0.041192698152783 -0.508366553656494 -0.082234769389771 0.132973032698236 -0.219502140176251 -0.0324693651067292 0.070750351394851 0.302696391845032 -0.534967394615949 -0.641215828585695 -0.428211628947132 -0.479456428319435 -0.465990242254049 -0.465216801269898 -0.519307028178626 -0.645558193544311 -0.627145353037559 -0.448578891731829 -0.647058315867147 -0.751664931255678 -0.826048854390147 -0.780006494239569 -0.856179377391636 -1.14692649287073 -0.916433196448193 -0.760289658454257 -1.01252894884277 -0.96443435141288 -1.0881084876848 -1.0574678139655 -1.14692649287073 -1.01323003119034 -1.09750510012651 -1.0055192197957 -1.10390056480941
"Rpl39" 1 -1.87175898028579 1.72474423885846 1.6382031648723 1.55635474949398 1.62363835400811 1.52917349961952 1.57946395409206 1.54546189962106 1.5033272495177 1.51758416584979 1.36844598465356 1.33337976028748 1.57144912937061 0.892576151157726 -0.135621140489736 -0.326853712847318 -0.679265048052494 -0.688294705430081 -0.154488584901889 -0.925326755641067 -0.406725229992115 -0.196337102950939 -0.189949021326344 -0.282324594985064 -0.493478708502767 0.0840958197554431 -0.667953534735357 -0.769064474512328 -0.473156568570798 -0.268168461987998 0.424898549467137 -0.353852021569375 -0.550986861235895 -0.420327555599273 -0.184848442552214 -0.161416987795205 -0.249580633916282 -0.284163878150438 -0.466017317076407 -0.737641397894324 0.456245876993028 0.532652941104072 -0.424752363950204 -0.545584874918713 -1.66411543755326 -1.60010773012577 -0.432462509790149 -0.555527404035118 -1.45130211025261 -1.0848596386926 -1.18538169840211
